"","Date","Min Temp","Avg Temp","Day"
"1","04/22/2016",10.455,15.995,"113"
"2","04/23/2016",8.581,10.873,"114"
"3","04/24/2016",1.003,10.703,"115"
"4","04/25/2016",2.088,11.694,"116"
"5","04/26/2016",5.037,6.843,"117"
"6","04/27/2016",3.155,10.572,"118"
"7","04/28/2016",6.37,10.957,"119"
"8","04/29/2016",5.037,8.642,"120"
"9","04/30/2016",1.764,10.454,"121"
"10","05/01/2016",1.548,7.961,"122"
"11","05/02/2016",8.182,12.282,"123"
"12","05/03/2016",7.381,8.094,"124"
"13","05/04/2016",6.877,8.179,"125"
"14","05/05/2016",6.877,7.292,"126"
"15","05/06/2016",7.381,10.677,"127"
"16","05/07/2016",7.381,11.603,"128"
"17","05/08/2016",6.877,11.217,"129"
"18","05/09/2016",7.381,13.465,"130"
"19","05/10/2016",6.268,14.382,"131"
"20","05/11/2016",7.179,16.426,"132"
"21","05/12/2016",6.064,17.038,"133"
"22","05/13/2016",9.472,16.727,"134"
"23","05/14/2016",11.041,17.976,"135"
"24","05/15/2016",8.779,14.813,"136"
"25","05/16/2016",6.064,12.433,"137"
"26","05/17/2016",8.879,14.86,"138"
"27","05/18/2016",6.471,14.52,"139"
"28","05/19/2016",6.166,13.382,"140"
"29","05/20/2016",7.079,17.198,"141"
"30","05/21/2016",8.481,16.461,"142"
"31","05/22/2016",10.944,14.447,"143"
"32","05/23/2016",10.651,16.747,"144"
"33","05/24/2016",10.553,13.989,"145"
"34","05/25/2016",11.431,18.331,"146"
"35","05/26/2016",13.269,22.858,"147"
"36","05/27/2016",12.497,18.94,"148"
"37","05/28/2016",14.23,19.527,"149"
"38","05/29/2016",14.709,21.107,"150"
"39","05/30/2016",15.091,17.181,"151"
"40","05/31/2016",14.517,19.049,"152"
"41","06/01/2016",12.594,19.609,"153"
"42","06/02/2016",11.528,15.387,"154"
"43","06/03/2016",13.173,16.656,"155"
"44","06/04/2016",12.497,18.861,"156"
"45","06/05/2016",14.517,17.056,"157"
"46","06/06/2016",15.951,20.394,"158"
"47","06/07/2016",15.091,19.775,"159"
"48","06/08/2016",14.038,19.515,"160"
"49","06/09/2016",12.013,16.57,"161"
